,AGE,GENDER,IS_COBRAND,TIER,YEARS_IN_PROGRAM,IS_AIRACCRUAL,IS_HOTELREDEMPTION,IS_INACTIVE
44651,26,female,0,base,3,0,1,0
44652,70,female,0,gold,11,0,0,1
44653,19,male,0,platinum,8,0,0,1
44654,32,unknown,1,base,3,1,1,0
44655,12,female,1,silver,10,0,1,1
44656,67,male,1,gold,6,0,1,0
44657,74,female,1,base,6,1,1,0
44658,61,male,1,base,8,0,1,0
44659,44,female,1,platinum,10,0,0,0
44660,37,unknown,0,silver,4,0,0,0
44661,48,male,0,platinum,1,1,0,1
44662,67,female,0,platinum,6,1,1,1
44663,66,male,1,gold,2,0,0,1
44664,20,female,1,base,10,1,1,0
44665,41,female,1,platinum,9,0,1,0
44666,41,male,0,gold,8,1,1,0
44667,45,male,0,gold,9,1,0,0
44668,31,female,1,silver,3,0,1,1
44669,41,male,0,base,11,0,0,1
44670,37,unknown,0,gold,9,0,0,1
44671,23,female,0,silver,11,1,0,1
44672,23,unknown,0,gold,6,1,0,0
44673,16,unknown,0,silver,11,0,1,1
44674,21,unknown,1,gold,3,0,1,0
44675,45,female,1,platinum,11,0,0,1
44676,34,male,0,platinum,6,1,0,1
44677,25,unknown,0,gold,3,0,0,0
44678,18,unknown,0,platinum,1,1,0,1
44679,63,unknown,0,platinum,7,1,1,1
44680,12,unknown,0,platinum,10,1,1,0
44681,48,male,0,gold,3,1,1,1
44682,68,female,1,gold,4,1,1,0
44683,15,female,1,platinum,9,1,1,1
44684,39,unknown,0,gold,6,1,1,0
44685,13,unknown,1,silver,4,1,1,1
44686,21,unknown,0,platinum,10,1,0,0
44687,54,male,0,platinum,5,1,1,1
44688,54,female,1,silver,2,0,1,0
44689,22,unknown,1,platinum,8,0,0,0
44690,53,female,0,base,8,1,1,0
44691,37,male,0,base,1,1,1,0
44692,31,male,0,silver,3,0,1,1
44693,30,unknown,0,platinum,3,1,0,0
44694,35,unknown,0,silver,9,1,0,1
44695,62,unknown,0,gold,2,0,0,0
44696,15,unknown,0,gold,5,0,0,0
44697,38,male,0,gold,9,0,1,1
44698,35,female,0,silver,5,1,1,0
44699,29,female,0,platinum,1,0,0,0
44700,44,unknown,1,base,7,1,1,1
44701,40,female,0,base,10,1,1,1
44702,57,female,0,base,2,1,1,1
44703,36,female,1,gold,2,0,1,1
44704,68,female,1,platinum,7,1,1,1
44705,47,male,0,base,2,0,1,0
44706,31,male,1,silver,1,1,0,0
44707,69,female,1,platinum,5,1,0,1
44708,56,unknown,0,base,1,1,1,1
44709,23,unknown,1,gold,2,0,0,1
44710,62,unknown,1,base,9,1,1,1
44711,26,male,1,platinum,2,1,0,1
44712,32,female,1,base,1,0,0,0
44713,30,female,1,silver,5,1,0,0
44714,53,female,1,gold,2,0,0,1
44715,21,unknown,0,base,2,0,0,1
44716,58,unknown,1,silver,5,0,0,0
44717,17,female,1,platinum,6,0,0,0
44718,68,male,0,silver,7,1,0,1
44719,65,male,1,gold,1,0,1,0
44720,57,unknown,1,gold,8,1,0,1
44721,58,female,0,base,5,1,0,0
44722,36,female,0,base,10,0,1,0
44723,43,male,0,platinum,6,0,1,0
44724,65,male,1,base,9,0,1,0
44725,48,male,0,platinum,8,1,0,0
44726,26,female,1,base,6,0,1,0
44727,38,unknown,1,platinum,6,0,0,1
44728,23,female,0,platinum,7,0,1,1
44729,51,female,1,platinum,8,0,1,0
44730,22,male,0,platinum,9,0,1,0
44731,21,female,0,silver,5,0,1,0
44732,17,male,0,platinum,8,0,1,1
44733,51,male,0,silver,11,0,0,0
44734,40,unknown,0,gold,3,0,0,1
44735,39,male,0,gold,9,1,0,1
44736,48,unknown,1,gold,8,0,1,1
44737,13,female,0,base,3,1,0,0
44738,31,female,1,platinum,3,1,1,1
44739,67,female,0,silver,7,1,1,0
44740,29,unknown,0,platinum,11,1,0,0
44741,57,female,1,silver,10,0,1,1
44742,71,male,1,gold,10,0,1,0
44743,14,male,0,platinum,7,0,0,1
44744,61,unknown,1,platinum,5,1,1,0
44745,72,male,1,base,10,1,0,1
44746,48,male,1,gold,2,1,1,1
44747,13,unknown,1,base,10,1,0,0
44748,38,unknown,0,gold,9,1,1,1
44749,41,female,1,gold,1,1,0,1
44750,13,female,1,silver,10,1,0,1
44751,48,female,1,silver,8,0,1,0
44752,26,male,0,base,3,1,1,0
44753,12,female,1,platinum,6,0,1,0
44754,16,female,1,base,7,0,0,0
44755,43,female,1,platinum,7,1,0,1
44756,62,female,0,silver,9,1,0,0
44757,23,male,0,gold,8,1,0,1
44758,66,female,1,platinum,2,1,1,0
44759,49,female,1,platinum,1,1,1,0
44760,14,unknown,1,gold,6,1,1,1
44761,68,female,1,platinum,7,1,0,0
44762,12,male,1,gold,3,0,0,1
44763,12,female,1,gold,5,0,1,0
44764,31,unknown,0,platinum,4,0,0,0
44765,43,female,1,platinum,6,0,1,1
44766,67,male,1,base,9,1,0,1
44767,48,male,1,gold,10,1,1,0
44768,16,female,0,base,9,1,0,1
44769,71,male,1,platinum,8,0,1,0
44770,13,unknown,1,platinum,7,0,1,0
44771,17,male,0,base,4,0,1,0
44772,37,unknown,1,base,10,1,0,0
44773,70,unknown,1,base,8,1,1,0
44774,53,female,0,base,6,1,0,1
44775,53,unknown,0,gold,3,1,0,1
44776,58,male,0,platinum,6,1,0,1
44777,53,unknown,1,base,5,1,1,1
44778,31,unknown,0,base,10,0,1,1
44779,62,male,0,base,3,1,1,1
44780,41,unknown,1,base,7,0,1,1
44781,65,unknown,1,base,2,0,1,0
44782,67,unknown,1,gold,7,0,1,0
44783,46,female,0,silver,10,0,1,1
44784,53,unknown,1,silver,4,1,1,1
44785,27,unknown,0,base,10,1,1,0
44786,54,female,0,platinum,7,1,1,0
44787,26,female,1,platinum,6,0,1,0
44788,52,unknown,1,silver,9,0,1,1
44789,12,unknown,1,platinum,2,1,1,0
44790,25,male,1,gold,9,1,0,0
44791,15,male,0,gold,10,0,1,0
44792,70,female,0,silver,4,0,0,0
44793,70,male,1,base,8,1,0,0
44794,70,female,1,gold,9,0,0,1
44795,26,unknown,0,platinum,2,1,0,1
44796,61,female,0,base,8,0,1,0
44797,54,unknown,0,silver,7,1,0,0
44798,23,unknown,0,base,1,0,0,1
44799,32,male,0,platinum,7,0,0,1
44800,48,male,1,silver,11,0,1,1
44801,61,unknown,1,silver,7,0,1,0
44802,63,unknown,1,gold,7,0,1,0
44803,51,unknown,1,platinum,10,0,1,1
44804,16,male,0,base,9,0,0,0
44805,23,male,1,platinum,9,1,0,0
44806,47,unknown,0,platinum,1,1,1,1
44807,41,unknown,0,platinum,2,1,1,0
44808,48,male,0,silver,9,0,0,0
44809,16,female,0,platinum,7,1,1,0
44810,37,female,1,gold,6,1,1,0
44811,20,female,1,silver,1,0,1,0
44812,47,unknown,1,gold,1,1,0,0
44813,15,unknown,1,silver,8,0,0,1
44814,67,female,1,silver,4,1,0,1
44815,73,male,0,base,9,0,1,1
44816,58,unknown,1,silver,9,0,0,1
44817,39,unknown,1,gold,3,1,0,1
44818,30,unknown,0,silver,4,1,1,0
44819,36,female,0,gold,6,1,1,0
44820,14,unknown,1,gold,2,0,0,1
44821,21,male,1,silver,8,0,0,1
44822,46,female,1,base,2,1,0,1
44823,34,male,0,base,6,1,0,0
44824,26,male,1,platinum,4,0,1,1
44825,44,unknown,1,silver,6,1,0,1
44826,56,female,0,silver,1,1,0,1
44827,33,female,0,base,11,0,0,0
44828,54,unknown,1,gold,8,1,1,0
44829,61,female,0,gold,6,1,0,1
44830,14,female,1,base,1,0,1,0
44831,15,unknown,0,silver,6,1,1,1
44832,23,unknown,1,gold,4,0,0,0
44833,20,unknown,0,silver,4,0,0,0
44834,22,male,0,platinum,1,0,0,1
44835,14,unknown,1,platinum,5,0,1,1
44836,17,female,0,silver,7,0,1,1
44837,61,female,1,platinum,10,1,0,0
44838,63,unknown,1,silver,7,0,0,0
44839,34,female,0,silver,2,0,0,1
44840,22,female,1,base,4,1,1,0
44841,35,female,0,silver,3,1,0,1
44842,41,female,0,silver,3,0,0,1
44843,17,unknown,1,gold,4,0,1,0
44844,19,male,1,gold,6,0,1,1
44845,61,female,0,silver,2,1,1,1
44846,53,female,0,gold,1,1,0,1
44847,58,unknown,1,platinum,2,0,1,1
44848,52,male,0,base,6,1,0,1
44849,40,unknown,1,silver,3,0,1,1
44850,69,male,1,gold,4,1,0,0
44851,69,unknown,0,silver,8,1,1,0
44852,66,unknown,1,base,11,1,1,1
44853,21,female,0,base,4,0,0,1
44854,41,unknown,1,silver,11,1,1,0
44855,36,unknown,0,silver,10,0,0,1
44856,21,male,1,platinum,2,0,1,1
44857,47,male,0,platinum,7,1,0,0
44858,46,male,0,platinum,5,1,1,0
44859,13,female,0,platinum,10,0,0,1
44860,33,unknown,1,gold,9,0,0,0
44861,42,female,1,platinum,2,0,0,1
44862,35,male,0,silver,9,1,0,1
44863,68,female,0,gold,6,1,0,1
44864,28,male,0,platinum,7,1,1,1
44865,66,unknown,1,silver,10,0,0,0
44866,13,male,0,gold,11,0,0,1
44867,17,female,0,silver,9,1,1,0
44868,62,female,1,platinum,3,1,1,1
44869,32,unknown,0,gold,6,0,1,1
44870,33,male,1,silver,1,1,0,1
44871,13,female,0,gold,8,1,1,1
44872,67,unknown,0,base,6,0,0,0
44873,65,female,1,gold,2,1,1,0
44874,13,male,1,platinum,11,0,1,0
44875,16,female,0,gold,5,0,1,0
44876,28,male,0,silver,8,0,1,1
44877,66,female,0,platinum,2,0,0,0
44878,27,female,0,silver,5,1,1,0
44879,27,male,1,platinum,4,1,0,1
44880,33,unknown,0,base,9,0,1,1
44881,25,unknown,0,silver,3,1,1,1
44882,31,unknown,0,silver,7,0,1,0
44883,29,male,0,gold,7,1,1,0
44884,14,female,0,base,10,0,1,1
44885,15,male,1,gold,4,1,0,0
44886,65,unknown,1,silver,1,0,0,1
44887,31,female,1,gold,5,0,0,1
44888,49,male,1,base,7,0,1,1
44889,52,unknown,0,base,5,1,1,1
44890,56,female,0,base,4,1,1,1
44891,69,female,1,base,1,1,1,0
44892,63,male,1,base,3,0,1,0
44893,27,female,1,base,8,1,1,1
44894,45,unknown,1,base,3,0,0,1
44895,48,unknown,1,gold,3,0,1,0
44896,16,female,0,silver,10,0,1,0
44897,59,female,0,base,11,0,0,0
44898,34,male,0,platinum,10,1,0,0
44899,44,female,1,base,2,0,1,0
44900,51,unknown,0,platinum,5,1,1,0
44901,23,unknown,0,platinum,1,0,0,0
44902,72,unknown,1,base,2,1,1,1
44903,16,male,0,base,10,1,1,0
44904,26,female,1,platinum,2,1,0,1
44905,58,female,0,silver,7,1,0,1
44906,72,unknown,0,gold,2,1,0,0
44907,47,unknown,0,base,9,0,0,1
44908,54,female,1,silver,11,1,0,0
44909,66,female,1,silver,5,0,1,1
44910,46,male,1,gold,6,0,1,0
44911,30,unknown,0,platinum,11,0,1,1
44912,29,male,0,gold,7,1,1,0
44913,12,male,1,platinum,3,0,1,1
44914,65,female,0,platinum,10,0,0,1
44915,44,male,1,base,7,1,1,1
44916,47,male,0,gold,8,0,0,0
44917,42,male,1,gold,1,0,0,0
44918,37,female,1,base,2,0,0,0
44919,52,male,0,silver,3,1,1,1
44920,63,unknown,1,platinum,8,0,1,0
44921,24,male,0,silver,6,0,1,0
44922,39,male,0,base,7,1,0,1
44923,67,male,1,platinum,7,1,0,0
44924,17,female,1,gold,4,1,0,0
44925,64,female,0,platinum,2,1,0,0
44926,28,unknown,1,platinum,8,1,1,0
44927,73,unknown,1,platinum,3,0,1,0
44928,34,unknown,1,base,10,1,1,1
44929,57,female,1,base,9,1,0,0
44930,22,male,1,gold,7,1,1,1
44931,36,unknown,0,silver,4,0,1,0
44932,58,female,0,platinum,6,1,0,0
44933,73,male,0,platinum,9,1,0,0
44934,48,female,0,gold,11,1,0,0
44935,30,unknown,0,base,9,1,1,1
44936,12,female,0,platinum,3,0,1,1
44937,65,female,0,platinum,6,0,0,0
44938,31,unknown,0,silver,2,1,1,1
44939,62,unknown,0,platinum,2,0,1,1
44940,42,male,1,silver,7,0,1,1
44941,60,female,0,gold,1,0,0,0
44942,73,male,1,silver,3,1,1,1
44943,47,unknown,0,platinum,4,1,0,1
44944,15,female,0,platinum,8,1,1,0
44945,43,male,0,gold,2,0,0,0
44946,39,female,0,gold,10,0,0,0
44947,19,female,0,platinum,11,0,0,0
44948,53,female,1,base,10,0,1,0
44949,37,female,1,platinum,4,0,1,0
44950,24,female,0,gold,10,1,1,1
44951,26,male,0,silver,6,1,0,1
44952,72,unknown,0,silver,9,1,0,0
44953,73,male,1,base,3,1,0,0
44954,74,unknown,0,base,8,0,1,0
44955,26,male,1,base,5,1,1,1
44956,20,unknown,1,gold,4,1,0,0
44957,52,unknown,0,gold,9,1,0,0
44958,40,female,0,platinum,11,0,0,0
44959,59,male,1,base,5,0,0,0
44960,14,unknown,0,platinum,4,1,1,0
44961,60,unknown,1,base,10,1,1,0
44962,22,unknown,0,gold,1,0,1,0
44963,55,female,0,base,3,0,0,1
44964,12,unknown,1,base,6,1,0,0
44965,60,male,0,gold,7,0,1,0
44966,54,female,1,silver,2,0,1,1
44967,32,unknown,1,gold,7,0,0,1
44968,15,unknown,1,gold,11,0,0,0
44969,57,unknown,0,gold,5,1,0,1
44970,59,unknown,0,platinum,5,0,0,1
44971,41,unknown,0,gold,3,1,0,1
44972,57,male,0,platinum,3,0,1,1
44973,24,female,1,platinum,5,0,1,1
44974,60,male,0,platinum,7,0,0,0
44975,44,unknown,0,platinum,1,1,1,1
44976,15,unknown,0,platinum,10,1,1,0
44977,42,unknown,1,base,2,0,1,1
44978,43,female,0,silver,5,0,1,0
44979,22,male,0,silver,6,1,0,0
44980,66,unknown,1,platinum,11,1,0,1
44981,69,female,1,gold,2,1,0,1
44982,20,female,1,silver,9,0,1,0
44983,65,unknown,0,silver,4,0,1,0
44984,24,unknown,1,silver,5,1,1,1
44985,70,unknown,0,base,8,1,1,1
44986,72,unknown,0,base,8,1,1,1
44987,41,male,1,gold,3,1,1,0
44988,74,male,0,platinum,6,1,0,0
44989,63,unknown,1,platinum,8,1,0,1
44990,42,female,1,platinum,2,1,0,1
44991,49,male,0,gold,7,0,0,0
44992,30,female,0,gold,6,0,1,1
44993,13,female,0,gold,1,1,1,1
44994,35,male,1,gold,9,1,1,1
44995,46,unknown,1,gold,4,1,0,1
44996,36,female,1,platinum,8,1,0,1
44997,14,female,1,gold,1,1,1,1
44998,16,female,1,base,9,1,1,1
44999,22,unknown,0,platinum,9,0,0,1
45000,27,unknown,1,silver,6,1,0,1
45001,56,unknown,0,base,6,0,1,0
45002,57,female,0,silver,4,0,1,0
45003,32,male,1,gold,10,1,1,1
45004,45,unknown,0,gold,8,1,0,1
45005,56,male,0,platinum,8,1,1,0
45006,40,female,0,silver,3,0,0,1
45007,67,female,0,base,6,1,1,1
45008,46,female,0,silver,4,0,1,0
45009,65,unknown,1,platinum,4,1,1,1
45010,38,unknown,0,gold,3,1,0,0
45011,49,female,1,base,2,0,1,0
45012,58,unknown,1,gold,2,1,0,1
45013,13,female,0,gold,1,0,0,0
45014,30,male,0,silver,10,1,1,1
45015,66,female,0,base,10,0,0,0
45016,30,female,1,silver,3,1,1,1
45017,70,unknown,1,base,1,0,0,1
45018,12,unknown,0,base,2,0,0,0
45019,36,female,0,base,11,0,0,1
45020,43,female,0,base,7,0,1,1
45021,20,unknown,0,gold,9,0,1,1
45022,68,male,1,silver,7,0,0,0
45023,50,unknown,1,platinum,7,1,1,0
45024,24,female,0,platinum,9,1,0,1
45025,65,female,0,silver,2,0,1,1
45026,40,unknown,0,gold,8,1,0,0
45027,12,female,1,base,6,0,1,0
45028,62,unknown,0,silver,1,1,1,1
45029,33,female,1,gold,6,1,0,1
45030,49,female,1,base,6,0,1,0
45031,32,female,0,silver,6,1,1,0
45032,69,unknown,0,platinum,6,1,0,0
45033,55,female,0,silver,8,1,1,0
45034,34,unknown,1,base,8,0,1,1
45035,12,female,0,silver,10,1,1,0
45036,40,male,0,platinum,2,0,1,0
45037,33,unknown,0,base,7,0,1,0
45038,54,unknown,1,base,5,1,1,0
45039,18,female,0,base,9,0,0,0
45040,38,unknown,0,base,5,0,0,1
45041,45,unknown,0,gold,1,1,0,1
45042,48,unknown,0,base,1,1,1,0
45043,30,male,0,base,11,0,1,0
45044,65,male,1,gold,8,1,1,0
45045,46,unknown,1,silver,9,0,1,1
45046,29,unknown,0,base,11,1,1,1
45047,36,male,1,silver,3,0,0,0
45048,48,female,1,silver,5,0,0,1
45049,52,unknown,1,silver,11,0,0,1
45050,71,male,0,base,9,0,1,1
45051,50,female,0,base,6,0,0,0
45052,25,female,0,silver,1,1,1,0
45053,23,female,1,gold,1,0,1,0
45054,72,unknown,1,platinum,7,1,0,0
45055,37,male,1,platinum,1,0,1,1
45056,34,female,0,platinum,3,0,0,0
45057,49,male,1,base,9,1,1,0
45058,28,male,0,silver,7,1,0,1
45059,30,male,1,silver,10,0,1,1
45060,43,female,1,base,1,0,0,1
45061,30,female,0,platinum,11,0,0,0
45062,15,unknown,1,silver,2,1,1,1
45063,20,male,1,base,7,0,1,0
45064,72,female,1,silver,11,1,0,0
45065,71,female,0,gold,9,0,0,0
45066,39,female,1,gold,6,1,0,0
45067,26,female,1,gold,11,1,0,0
45068,45,unknown,0,base,8,0,0,0
45069,17,male,0,silver,5,0,0,1
45070,25,unknown,0,silver,2,1,1,0
45071,56,male,1,silver,7,0,0,0
45072,29,male,0,silver,1,0,1,1
45073,17,unknown,1,silver,8,1,1,1
45074,35,female,0,gold,8,0,1,1
45075,37,male,1,base,2,1,0,0
45076,42,female,1,base,11,1,1,0
45077,46,male,1,platinum,9,0,1,1
45078,18,female,1,platinum,6,1,0,1
45079,35,unknown,0,base,5,0,1,1
45080,16,female,1,platinum,1,0,0,0
45081,74,female,1,silver,1,1,0,0
45082,39,female,1,gold,3,0,0,0
45083,12,female,1,silver,3,1,0,0
45084,28,male,1,base,7,1,0,1
45085,43,male,1,platinum,10,0,0,0
45086,14,unknown,1,platinum,1,0,1,0
45087,14,female,0,base,2,0,0,0
45088,56,female,1,base,7,1,0,1
45089,43,male,1,base,4,0,0,0
45090,65,female,0,platinum,9,0,0,1
45091,71,female,1,platinum,6,0,0,0
45092,47,male,1,platinum,4,1,1,0
45093,40,unknown,1,gold,11,0,0,0
45094,17,unknown,1,base,4,1,1,0
45095,24,unknown,1,platinum,5,0,0,1
45096,44,unknown,1,silver,1,0,1,0
45097,20,male,0,gold,2,0,1,0
45098,65,female,0,base,5,0,0,0
45099,67,unknown,1,platinum,4,0,1,1
45100,45,unknown,0,gold,3,0,1,1
45101,42,unknown,0,silver,5,1,0,0
45102,65,female,0,silver,7,0,1,0
45103,15,female,0,platinum,2,1,0,1
45104,17,female,1,silver,7,1,0,0
45105,45,female,1,gold,8,0,1,0
45106,51,female,0,gold,10,1,1,0
45107,16,female,0,base,9,0,0,1
45108,34,female,0,gold,2,1,1,1
45109,69,male,0,platinum,8,1,1,1
45110,22,male,0,gold,6,1,0,1
45111,41,female,1,gold,11,1,0,1
45112,16,unknown,0,platinum,9,0,1,0
45113,70,male,1,silver,3,1,0,1
45114,40,female,1,base,3,0,0,1
45115,70,male,0,gold,9,1,1,1
45116,58,female,0,gold,5,1,0,0
45117,43,unknown,0,base,5,0,0,0
45118,38,male,1,silver,6,0,1,1
45119,53,female,0,base,5,1,0,0
45120,53,female,1,base,3,1,0,0
45121,70,unknown,0,base,9,1,1,1
45122,46,female,0,base,11,1,0,0
45123,39,unknown,0,gold,1,0,0,1
45124,39,unknown,0,platinum,5,0,0,1
45125,30,unknown,1,gold,2,1,1,1
45126,58,male,1,silver,5,1,0,0
45127,40,unknown,1,base,3,1,1,0
45128,14,unknown,1,gold,1,1,0,1
45129,31,female,0,base,11,1,0,0
45130,71,unknown,1,gold,2,0,1,0
45131,41,female,1,gold,9,1,0,1
45132,20,female,0,gold,4,1,0,1
45133,40,female,1,silver,5,1,0,0
45134,68,unknown,0,platinum,2,1,1,0
45135,46,unknown,0,base,11,0,0,1
45136,28,male,1,base,7,1,0,1
45137,52,female,0,base,4,0,1,1
45138,35,female,0,base,5,1,1,1
45139,59,unknown,0,base,10,0,0,1
45140,20,male,0,base,9,0,0,1
45141,74,female,0,gold,3,0,1,0
45142,49,unknown,0,platinum,10,1,0,1
45143,39,unknown,1,base,2,1,1,1
45144,46,unknown,1,silver,8,0,0,0
45145,57,male,0,gold,1,1,1,1
45146,54,female,0,base,3,1,1,0
45147,25,unknown,1,gold,10,1,0,1
45148,65,unknown,0,platinum,11,0,1,0
45149,53,unknown,1,gold,2,0,1,1
45150,55,female,0,platinum,7,0,1,1
45151,30,unknown,1,base,11,1,1,1
45152,54,male,0,base,8,0,1,1
45153,12,male,1,platinum,5,0,0,1
45154,31,unknown,1,platinum,10,0,1,1
45155,35,male,0,gold,5,1,0,0
45156,57,female,0,gold,4,1,1,1
45157,74,unknown,0,base,6,0,0,1
45158,39,unknown,0,platinum,9,0,0,0
45159,60,female,1,silver,8,0,1,0
45160,34,female,0,base,10,0,0,0
45161,14,male,1,gold,1,1,0,0
45162,20,male,0,silver,8,1,0,1
45163,45,male,1,gold,1,1,0,1
45164,60,unknown,1,base,8,0,1,1
45165,21,male,1,silver,4,1,1,1
45166,40,female,1,silver,5,1,1,1
45167,35,unknown,1,silver,6,0,1,0
45168,54,male,1,silver,9,0,0,1
45169,17,female,0,platinum,11,1,0,1
45170,52,female,1,silver,5,1,1,1
45171,59,unknown,0,base,11,1,0,1
45172,73,unknown,1,base,9,1,0,0
45173,34,male,0,platinum,1,1,1,1
45174,14,female,0,silver,5,1,0,0
45175,52,female,0,platinum,1,1,1,0
45176,41,unknown,0,silver,11,1,0,0
45177,47,male,0,silver,11,1,0,0
45178,71,unknown,1,platinum,4,0,0,1
45179,49,female,0,gold,3,0,1,1
45180,14,male,1,silver,11,1,0,0
45181,58,female,1,platinum,11,0,1,1
45182,61,female,1,silver,9,0,0,0
45183,73,unknown,1,gold,8,1,0,0
45184,32,female,1,silver,1,0,0,1
45185,40,male,1,silver,9,1,1,1
45186,37,male,0,silver,7,1,0,0
45187,46,female,1,platinum,10,1,0,0
45188,55,male,0,gold,8,0,0,0
45189,52,female,0,gold,6,0,0,1
45190,14,unknown,1,silver,4,0,0,1
45191,31,male,1,gold,7,1,1,1
45192,46,female,0,base,3,1,1,0
45193,14,male,0,platinum,2,1,1,0
45194,52,unknown,0,gold,2,1,1,1
45195,14,unknown,1,platinum,3,0,1,0
45196,56,female,1,gold,9,0,0,1
45197,31,unknown,0,silver,7,1,1,0
45198,51,female,1,base,10,1,1,1
45199,63,female,0,silver,9,0,0,0
45200,27,female,1,platinum,4,0,0,0
45201,50,female,0,base,2,0,1,1
45202,59,female,0,gold,1,0,1,0
45203,16,female,0,silver,8,1,1,0
45204,44,female,0,platinum,2,1,1,0
45205,26,female,0,gold,2,0,0,0
45206,58,female,0,silver,3,1,0,0
45207,64,male,0,silver,8,1,1,0
45208,17,male,0,gold,3,1,1,1
45209,70,female,1,base,9,0,0,0
45210,31,female,0,base,2,0,1,1
45211,31,unknown,1,platinum,11,0,0,1
45212,48,male,1,gold,8,1,0,1
45213,42,male,1,platinum,6,1,0,1
45214,12,female,1,silver,11,0,1,0
45215,58,male,0,base,11,0,1,0
45216,24,male,1,base,3,0,0,1
45217,43,unknown,0,platinum,7,1,1,0
45218,59,male,1,gold,10,0,0,0
45219,52,female,1,base,7,1,1,1
45220,15,male,0,base,8,1,0,0
45221,55,male,0,base,8,1,1,0
45222,58,unknown,1,base,11,1,1,0
45223,43,male,1,base,7,0,1,0
45224,42,male,1,base,4,1,1,0
45225,47,female,1,base,6,0,1,0
45226,45,female,0,platinum,10,1,0,0
45227,14,female,0,base,3,1,0,1
45228,38,female,0,gold,3,1,0,0
45229,19,male,1,base,5,1,0,0
45230,69,male,0,platinum,1,0,0,1
45231,47,female,1,base,4,0,0,0
45232,60,female,1,base,8,0,0,1
45233,35,unknown,1,silver,8,1,1,1
45234,72,female,1,gold,5,1,0,1
45235,66,unknown,1,gold,7,0,1,0
45236,45,unknown,0,silver,8,1,1,0
45237,49,female,1,platinum,9,0,1,0
45238,44,female,1,base,2,1,1,0
45239,31,female,1,platinum,10,1,1,1
45240,39,male,1,base,7,0,0,1
45241,64,unknown,1,silver,4,0,0,0
45242,56,male,1,gold,11,1,1,0
45243,15,female,1,platinum,5,0,0,1
45244,44,female,1,gold,7,0,0,1
45245,25,unknown,1,silver,10,1,0,0
45246,67,unknown,1,platinum,5,0,1,0
45247,53,unknown,1,gold,2,1,1,1
45248,24,unknown,0,gold,2,1,1,1
45249,50,unknown,0,platinum,5,0,0,1
45250,46,unknown,0,silver,9,0,0,1
45251,35,unknown,0,platinum,5,1,1,1
45252,73,male,1,silver,3,0,1,0
45253,33,unknown,0,platinum,5,1,0,1
45254,48,female,1,base,11,0,1,0
45255,54,unknown,0,base,4,1,0,0
45256,49,male,1,silver,2,1,0,1
45257,69,unknown,1,gold,11,1,1,1
45258,15,male,0,gold,5,0,1,1
45259,31,unknown,1,silver,11,1,0,0
45260,69,unknown,1,platinum,7,0,1,1
45261,69,male,1,platinum,1,1,0,0
45262,55,male,1,platinum,11,0,0,1
45263,21,female,1,platinum,1,0,1,1
45264,62,male,1,silver,9,0,1,1
45265,42,unknown,1,base,8,1,0,1
45266,40,male,0,platinum,10,1,1,1
45267,49,male,1,base,7,1,0,1
45268,55,male,0,base,5,0,0,0
45269,20,unknown,0,base,4,0,1,1
45270,49,female,1,silver,1,0,1,1
45271,30,female,1,gold,8,1,0,1
45272,49,unknown,1,gold,3,0,1,1
45273,36,male,0,platinum,9,0,1,0
45274,54,male,1,base,5,0,0,1
45275,62,male,1,silver,1,1,0,0
45276,33,male,0,base,7,0,0,0
45277,33,female,0,silver,8,1,1,0
45278,52,male,1,gold,9,1,1,1
45279,70,male,1,platinum,1,1,1,1
45280,36,female,1,silver,3,1,1,0
45281,34,male,1,silver,8,1,0,0
45282,25,female,1,base,6,1,0,0
45283,37,male,1,silver,11,1,0,1
45284,60,female,1,base,2,0,1,0
45285,72,unknown,0,gold,11,0,1,1
45286,26,male,1,platinum,1,0,1,1
45287,22,female,1,platinum,10,1,1,1
45288,70,unknown,0,silver,5,1,1,1
45289,57,unknown,1,base,6,1,0,1
45290,32,male,0,silver,10,1,0,1
45291,50,female,0,platinum,2,0,1,1
45292,52,unknown,0,gold,4,1,0,1
45293,17,unknown,0,gold,4,0,1,1
45294,34,male,0,platinum,3,1,1,1
45295,32,male,0,gold,7,0,1,1
45296,74,unknown,0,silver,1,1,0,1
45297,29,male,0,base,8,1,1,1
45298,17,male,0,base,4,0,1,1
45299,25,female,1,base,1,0,1,0
45300,46,female,1,silver,7,0,0,1
45301,36,unknown,0,gold,4,1,0,1
45302,44,female,0,gold,6,0,0,0
45303,19,unknown,0,base,10,1,0,0
45304,48,female,1,platinum,4,1,1,0
45305,35,male,0,base,3,1,0,0
45306,50,female,1,platinum,4,1,0,1
45307,69,male,1,base,10,1,0,1
45308,15,female,0,gold,5,0,1,1
45309,42,female,0,platinum,1,1,1,1
45310,58,male,1,silver,4,0,0,0
45311,43,unknown,0,gold,3,1,1,1
45312,20,male,0,silver,6,0,0,0
45313,20,unknown,0,platinum,7,0,1,1
45314,34,unknown,1,base,1,1,1,1
45315,53,male,0,base,3,0,0,1
45316,23,male,0,base,6,0,0,0
45317,65,female,1,base,1,1,0,0
45318,66,unknown,1,silver,2,1,0,1
45319,57,unknown,1,silver,8,0,0,1
45320,21,female,0,gold,8,0,1,0
45321,73,unknown,0,platinum,1,0,0,0
45322,46,male,1,platinum,1,1,1,0
45323,32,female,0,base,2,0,0,1
